STATUS | wrapper  | 2014/11/06 10:08:59 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2014/11/06 10:08:59 | Launching a JVM...
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at java.lang.reflect.Method.invoke(Unknown Source)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.apache.commons.httpclient.protocol.ReflectionSocketFactory.createSocket(ReflectionSocketFactory.java:140)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.apache.commons.httpclient.protocol.DefaultProtocolSocketFactory.createSocket(DefaultProtocolSocketFactory.java:125)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.apache.commons.httpclient.HttpConnection.open(HttpConnection.java:707)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.apache.commons.httpclient.MultiThreadedHttpConnectionManager$HttpConnectionAdapter.open(MultiThreadedHttpConnectionManager.java:1361)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.apache.commons.httpclient.HttpMethodDirector.executeWithRetry(HttpMethodDirector.java:387)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.apache.commons.httpclient.HttpMethodDirector.executeMethod(HttpMethodDirector.java:171)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:397)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.apache.commons.httpclient.HttpClient.executeMethod(HttpClient.java:323)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.sonar.wsclient.connectors.HttpClient3Connector.executeRequest(HttpClient3Connector.java:102)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.sonar.wsclient.connectors.HttpClient3Connector.execute(HttpClient3Connector.java:81)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at org.sonar.wsclient.Sonar.find(Sonar.java:49)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at be.kuleuven.cs.oss.sonarfacade.WebServiceSonarFacade.findMeasures(WebServiceSonarFacade.java:128)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at be.kuleuven.cs.oss.sonarfacade.WebServiceSonarFacade.findMeasure(WebServiceSonarFacade.java:115)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.714:INFO:oejut.QueuedThreadPool: at generators.MeasureFetcher.getMeasureValues(MeasureFetcher.java:36)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.715:INFO:oejut.QueuedThreadPool: at generators.ScatterPlotGenerator.generateImage(ScatterPlotGenerator.java:40)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.715:INFO:oejut.QueuedThreadPool: at be.kuleuven.cs.oss.polymorphicviews.plugin.PolymorphicViewsChart.generateImage(PolymorphicViewsChart.java:52)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.715:INFO:oejut.QueuedThreadPool: at org.sonar.server.charts.ChartsServlet.doGet(ChartsServlet.java:62)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.715:INFO:oejut.QueuedThreadPool: at javax.servlet.http.HttpServlet.service(HttpServlet.java:707)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.734:INFO:oejut.QueuedThreadPool: at javax.servlet.http.HttpServlet.service(HttpServlet.java:820)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.735:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:652)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.735:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1320)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.736:INFO:oejut.QueuedThreadPool: at org.jruby.rack.RackFilter.doFilterInternal(RackFilter.java:78)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.736:INFO:oejut.QueuedThreadPool: at org.jruby.rack.UnmappedRackFilter.isDoDispatch(UnmappedRackFilter.java:106)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.737:INFO:oejut.QueuedThreadPool: at org.jruby.rack.AbstractFilter.isDoDispatch(AbstractFilter.java:107)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.737:INFO:oejut.QueuedThreadPool: at org.jruby.rack.AbstractFilter.doFilter(AbstractFilter.java:65)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.737:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.738:INFO:oejut.QueuedThreadPool: at org.sonar.server.platform.MasterServletFilter.doFilter(MasterServletFilter.java:80)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.738:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.739:INFO:oejut.QueuedThreadPool: at org.sonar.server.user.UserSessionFilter.doFilter(UserSessionFilter.java:40)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.739:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.739:INFO:oejut.QueuedThreadPool: at org.sonar.server.ui.DatabaseSessionFilter.doFilter(DatabaseSessionFilter.java:36)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.740:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.740:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlets.UserAgentFilter.doFilter(UserAgentFilter.java:82)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.740:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlets.GzipFilter.doFilter(GzipFilter.java:294)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.741:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.741:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.continuation.ContinuationFilter.doFilter(ContinuationFilter.java:137)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.741:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.742:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:443)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.742:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:137)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.742:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:556)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.743:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:227)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.743:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1044)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.744:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:372)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.744:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:189)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.744:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:978)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.745:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:135)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.745:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.handler.HandlerCollection.handle(HandlerCollection.java:154)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.745:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.746:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.Server.handle(Server.java:369)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.746:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:486)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.746:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:933)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.747:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.AbstractHttpConnection$RequestHandler.headerComplete(AbstractHttpConnection.java:995)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.747:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:644)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.748:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:235)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.748:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.server.AsyncHttpConnection.handle(AsyncHttpConnection.java:82)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.748:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.io.nio.SelectChannelEndPoint.handle(SelectChannelEndPoint.java:668)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.749:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.io.nio.SelectChannelEndPoint$1.run(SelectChannelEndPoint.java:52)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.749:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:608)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.749:INFO:oejut.QueuedThreadPool: at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:543)
INFO   | jvm 1    | 2014/11/16 16:46:15 | 2014-11-16 16:46:15.750:INFO:oejut.QueuedThreadPool: at java.lang.Thread.run(Unknown Source)
STATUS | wrapper  | 2014/11/16 16:46:16 | <-- Wrapper Stopped
STATUS | wrapper  | 2014/11/16 16:46:38 | --> Wrapper Started as Console
STATUS | wrapper  | 2014/11/16 16:46:38 | Launching a JVM...
INFO   | jvm 1    | 2014/11/16 16:46:38 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2014/11/16 16:46:38 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2014/11/16 16:46:38 | 
INFO   | jvm 1    | 2014/11/16 16:46:38 | 2014-11-16 16:46:38.795:INFO:oejs.Server:jetty-7.6.11.v20130520
2014.11.16 16:46:41 INFO  o.s.s.p.ServerImpl  SonarQube Server / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.16 16:46:41 INFO  o.s.c.p.Database  Create JDBC datasource for jdbc:mysql://localhost:3306/sonar?useUnicode=true&characterEncoding=utf8&rewriteBatchedStatements=true
2014.11.16 16:46:42 INFO  o.s.s.p.DefaultServerFileSystem  SonarQube home: C:\Users\Thijs\Documents\GitHub\OSS_1415\OSS_1415\sonar-3.7.4
2014.11.16 16:46:42 INFO  o.s.s.p.DefaultServerFileSystem  Deploy dir: C:\Users\Thijs\Documents\GitHub\OSS_1415\OSS_1415\sonar-3.7.4\war\sonar-server\deploy
2014.11.16 16:46:42 INFO  org.sonar.INFO  Install plugins...
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Findbugs / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin JaCoCo / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin English Pack / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Maven Batch Plugin / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Surefire / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Duplications / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Checkstyle / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin PMD / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Java / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Core / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Polymorphic Views / 1.0-SNAPSHOT
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Database Cleaner / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Squid for Java / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Email notifications / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.16 16:46:42 INFO  o.s.s.p.PluginDeployer  Deploy plugin Design / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.16 16:46:42 INFO  org.sonar.INFO  Install plugins done: 242 ms
2014.11.16 16:46:42 INFO  o.s.s.p.ApplicationDeployer  Deploy Ruby on Rails applications
2014.11.16 16:46:43 INFO  org.sonar.INFO  Start components...
2014.11.16 16:46:43 INFO  o.s.j.s.AbstractDatabaseConnector  Initializing Hibernate
2014.11.16 16:46:44 INFO  o.s.s.p.UpdateCenterClient  Update center: http://update.sonarsource.org/update-center.properties (no proxy)
2014.11.16 16:46:44 INFO  o.s.s.n.NotificationService  Notification service started (delay 60 sec.)
2014.11.16 16:46:44 INFO  org.sonar.INFO  Deploy GWT plugins...
2014.11.16 16:46:44 INFO  org.sonar.INFO  Deploy org.sonar.plugins.design.ui.libraries.LibrariesPage to C:\Users\Thijs\Documents\GitHub\OSS_1415\OSS_1415\sonar-3.7.4\war\sonar-server\deploy\gwt
2014.11.16 16:46:44 INFO  org.sonar.INFO  Deploy org.sonar.plugins.design.ui.page.DesignPage to C:\Users\Thijs\Documents\GitHub\OSS_1415\OSS_1415\sonar-3.7.4\war\sonar-server\deploy\gwt
2014.11.16 16:46:44 INFO  org.sonar.INFO  Deploy GWT plugins done: 119 ms
2014.11.16 16:46:44 INFO  org.sonar.INFO  Load metrics...
2014.11.16 16:46:45 INFO  o.s.s.s.RegisterMetrics  cleaning alert thresholds...
2014.11.16 16:46:45 INFO  org.sonar.INFO  Load metrics done: 412 ms
2014.11.16 16:46:45 INFO  org.sonar.INFO  Register rules [findbugs/java]...
2014.11.16 16:46:46 INFO  org.sonar.INFO  Register rules [findbugs/java] done: 455 ms
2014.11.16 16:46:46 INFO  org.sonar.INFO  Register rules [checkstyle/java]...
2014.11.16 16:46:46 INFO  org.sonar.INFO  Register rules [checkstyle/java] done: 401 ms
2014.11.16 16:46:46 INFO  org.sonar.INFO  Register rules [pmd/java]...
2014.11.16 16:46:47 INFO  org.sonar.INFO  Register rules [pmd/java] done: 589 ms
2014.11.16 16:46:47 INFO  org.sonar.INFO  Register rules [pmd-unit-tests/java]...
2014.11.16 16:46:47 INFO  org.sonar.INFO  Register rules [pmd-unit-tests/java] done: 26 ms
2014.11.16 16:46:47 INFO  org.sonar.INFO  Register rules [squid/java]...
2014.11.16 16:46:47 INFO  org.sonar.INFO  Register rules [squid/java] done: 165 ms
2014.11.16 16:46:47 INFO  org.sonar.INFO  Register rules [common-java/java]...
2014.11.16 16:46:47 INFO  org.sonar.INFO  Register rules [common-java/java] done: 3 ms
2014.11.16 16:46:47 INFO  o.s.s.s.RegisterRules  Removing deprecated rules
2014.11.16 16:46:47 INFO  o.s.s.s.RegisterNewProfiles  Register Quality Profiles...
2014.11.16 16:46:49 INFO  o.s.s.s.RegisterNewProfiles  Register Quality Profiles done: 1477 ms
2014.11.16 16:46:49 INFO  o.s.s.s.RegisterQualityModels  Register Quality Models...
2014.11.16 16:46:49 INFO  o.s.s.s.RegisterQualityModels  Register Quality Models done: 0 ms
2014.11.16 16:46:49 INFO  o.s.s.s.RegisterNewMeasureFilters  Register measure filters...
2014.11.16 16:46:49 INFO  o.s.s.s.RegisterNewMeasureFilters  Register measure filters done: 3 ms
2014.11.16 16:46:49 INFO  o.s.s.s.RegisterNewDashboards  Register dashboards...
2014.11.16 16:46:49 INFO  o.s.s.s.RegisterNewDashboards  Register dashboards done: 13 ms
2014.11.16 16:46:49 INFO  o.s.s.s.RegisterPermissionTemplates  Register permission templates...
2014.11.16 16:46:49 INFO  o.s.s.s.RegisterPermissionTemplates  Register permission templates done: 2 ms
2014.11.16 16:46:49 INFO  o.s.s.s.RenameDeprecatedPropertyKeys  Rename deprecated property keys
2014.11.16 16:46:49 INFO  org.sonar.INFO  Start components done: 6354 ms
2014.11.16 16:46:49 INFO  jruby.rack  jruby 1.6.8 (ruby-1.8.7-p357) (2012-09-18 1772b40) (Java HotSpot(TM) 64-Bit Server VM 1.7.0_09) [Windows 7-amd64-java]
2014.11.16 16:46:49 INFO  jruby.rack  using a shared (threadsafe!) runtime
INFO   | jvm 1    | 2014/11/16 16:46:54 | JRuby limited openssl loaded. http://jruby.org/openssl
INFO   | jvm 1    | 2014/11/16 16:46:54 | gem install jruby-openssl for full support.
INFO   | jvm 1    | 2014/11/16 16:47:01 | 2014-11-16 16:47:01.000:INFO:oejsh.ContextHandler:started o.e.j.w.WebAppContext{/,file:/C:/Users/Thijs/Documents/GitHub/OSS_1415/OSS_1415/sonar-3.7.4/war/sonar-server/},file:/C:/Users/Thijs/Documents/GitHub/OSS_1415/OSS_1415/sonar-3.7.4/war/sonar-server
INFO   | jvm 1    | 2014/11/16 16:47:01 | 2014-11-16 16:47:01.051:INFO:oejs.AbstractConnector:Started SelectChannelConnector@0.0.0.0:9000
2014.11.16 16:47:58 INFO  b.k.c.o.p.p.PolymorphicViewsChart  PolymorphicViewsChart generateImage() called!
INFO   | jvm 1    | 2014/11/16 16:48:23 | 2014-11-16 16:48:23.251:WARN:oejs.ServletHandler:/chart
INFO   | jvm 1    | 2014/11/16 16:48:23 | java.lang.IllegalArgumentException: Color parameter outside of expected range: Red Green Blue
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at java.awt.Color.testColorValueRange(Unknown Source)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at java.awt.Color.<init>(Unknown Source)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at java.awt.Color.<init>(Unknown Source)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at generators.BoxGenerator.getBoxColors(BoxGenerator.java:111)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at generators.BoxGenerator.getBoxes(BoxGenerator.java:67)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at generators.PolymorphicChartGenerator.<init>(PolymorphicChartGenerator.java:33)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at generators.ScatterPlotGenerator.<init>(ScatterPlotGenerator.java:25)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at be.kuleuven.cs.oss.polymorphicviews.plugin.PolymorphicViewsChart.generateImage(PolymorphicViewsChart.java:46)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.sonar.server.charts.ChartsServlet.doGet(ChartsServlet.java:62)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at javax.servlet.http.HttpServlet.service(HttpServlet.java:707)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at javax.servlet.http.HttpServlet.service(HttpServlet.java:820)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:652)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1320)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.jruby.rack.RackFilter.doFilterInternal(RackFilter.java:78)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.jruby.rack.UnmappedRackFilter.isDoDispatch(UnmappedRackFilter.java:106)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.jruby.rack.AbstractFilter.isDoDispatch(AbstractFilter.java:107)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.jruby.rack.AbstractFilter.doFilter(AbstractFilter.java:65)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.sonar.server.platform.MasterServletFilter.doFilter(MasterServletFilter.java:80)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.sonar.server.user.UserSessionFilter.doFilter(UserSessionFilter.java:40)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.sonar.server.ui.DatabaseSessionFilter.doFilter(DatabaseSessionFilter.java:36)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlets.UserAgentFilter.doFilter(UserAgentFilter.java:82)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlets.GzipFilter.doFilter(GzipFilter.java:294)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.continuation.ContinuationFilter.doFilter(ContinuationFilter.java:137)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1291)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:443)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:137)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:556)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:227)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1044)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:372)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:189)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:978)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:135)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.handler.HandlerCollection.handle(HandlerCollection.java:154)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.Server.handle(Server.java:369)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:486)
INFO   | jvm 1    | 2014/11/16 16:48:23 | 	at org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:933)
